text,label
"best movie ever!!!!! this movie broke my ribs just by the force of laughter, but it was well worth it. i don't intend to do a summary of this excellent movie, just go see it if you have the chance. i think you will either love it, or hate it. that's the qualities of a real cult movie.",1
"As I watched this movie, and I began to see its' characters develop I could feel this would be an excellent picture. When you get that feeling, and the movie indeed fills those expectations the experience is rare. I had that very feeling throughout this movie. Robert DeNiro and Cuba Gooding Junior played riveting and amazingly strong parts which were both Oscar worthy. The supporting cast was equally as strong creating a winning foundation for the picture to grow on. I can say without any hesitation at all, see this movie it will not disappoint.",1
"I would say for it's time, this movie was awesome...and yes if you have no desire to become a Christian, then why bother watching it. I saw this movie after I had already been saved and found it to be very moving. I see now they have taken these movies to another level and have created the Left Behind series...they run a close comparison and definitely are more modern to reach people. I think in order to actually judge this movie, you should see it,,,there are 3 or 4 of them in the series if I am not mistaken...don't use our comments to judge, see the movie for yourself!! God will bless you if that is why you are watching them.",1
"Good western filmed in the rocky Arizona wilds. Lots of tough guys throughout; Cobern's character seemed to rock back and forth between a raging psycho and a laid back type. Several holes appeared in the picture, but not enough to offset it being exciting and worth seeing. One really dumb scene shows Heston emptying .45 cases of their powder and collecting it in a sack for the purpose of starting a fire. A. To gather that much gunpowder he would have needed a pack mule to carry the ammo. B. The grass was obviously dry: why not just drop a match on it and let 'er rip?",1
A somewhat dull made for tv movie which premiered on the TBS cable station. Antonio and Janine run around chasing a killer computer virus and...that's about it. For trivia buffs this will be noted as debuting the same weekend that the real life 'Melissa' virus also made it's debut in e-mail inboxes across the world.,0
"I've always enjoyed seeing Chuck Norris in film. Although the acting may not be superb, the fight scenes are fantastic. I also enjoyed seeing Judson Mills perform along side him. In my opinion, the Norris Brothers have proven themselves to be fine entertainers and this was yet another fine production! I hope you take the time to view this movie!",1
"for my opinion, the middle of the film, specially the love scene is a bit too long, but the whole time you can imagine this desert feeling. but the best, what made this film unforgettable are the great explosion pictures, their color, slowmotion and the pink floyd music are unique in filmhistory!<br /><br />destruction in its propper and popular form.",1
"This is a strong movie from a historical and epic perspective. While the story is simple it is pure and straightforward. In truth, it is the standard story of a simple, honorable man whose honor comes into conflict with the more educated and wealthier men of the period.<br /><br />Poor vs. Rich, honorable vs. dishonorable, a classic but well-told tale without much of the glitz of hollywood stinking up the screen.<br /><br />Extra points just because you can almost smell the people on the screen. :)",1
"It's a good movie if you plan to watch lots of landscapes and animals, like an animal documentary. And making Pierce Brosnan an indian make you wonder 'Does all those people don't recognize if someone isn't indian at plain sight?'",0
"I really wanted to like this movie. It has a nice prison setting, conspiracy theories, bloodthirsty zombies, a perfectly hideous 80s-touch and it is a directorial effort by actor John Saxon, who also plays a bad (you guessed it) a bad guy. It reminds me of some (beloved) Italian horror flicks. But the direction is very wooden and there is no nightmarish/frightening moment in there. It just goes on and on and on, and then it (logically) has to end. More suspense and more daring visuals and its destiny as a cult classic would have been sealed.",0
"This flick is sterling example of the state of erotic B-movies: bad porn movies without the hardcore sex. The plot in this one isn't so bad as these things go; it involves a female lawyer trying to prove her lover is innocent of killing his wife. The rest of the movie, however, leaves something to be desired. Bad acting, bad direction, bad looking woman, bad sets, bad cinematography, bad sound and bad sex scenes. The filmmakers should learn the difference between raunchy and erotic. They don't even have the common sense to have Gabriella Hall naked or in a love scene.<br /><br /> How dumb is that?",1
"It doesn't even merit a review, other than as a warning to potential viewers. It's a somewhat generic ghost story about an actress haunting a studio during the filming of a WWII period drama. There's no fear involved, no suspense whatsoever, nor any surprises. One shocking moment that looks a bit too silly to be shocking. The visual style is very flat and dull, although there is some really nice editing once in a while. The story never comes together, and the films is really just a total bust. 4/10.",0
"If you're in the mood for some dopey light entertainment, this will pass the time. If you expect one jot of plausibility, don't bother. To me, the dance scene looked like it was exaggerated for comic effect; it didn't look especially hot or skilled.",0
"These two men went thru hell and beyond and have produced the movie that conveys the terror that many did not survive. This is definitely a movie about survival, but not without it's touching moments.<br /><br />The finest piece of work I have seen documenting the 9/11/01 tragedy of New York City.",1
"What did the director think? Everybody who has read the biography of Artemisia is left impressed by her guts to face a public rape trial in Renaissance times and even suffer torture in order to show that Tassi was guilty. That fact shows the real independence and emancipation - in her most terrible hour she stands her MAN. Why do movies depicting Renaissance have to be so clinically beautiful and romantic, are we afraid to see the gritty side of life or has the Hollywood happy-happy-mood won? While I would always defend a director's freedom to create his own reality in a movie I cannot make sense of turning Artimisia's life story on its head. Very disappointing choice by the makers of this film.",0
"Only saw this show a few times, but will live in my memory. <br /><br />It is very frustrating that it is so difficult to find this anywhere to purchase and yet there seem to be endless repeats of stuff like Friends! Especially even more difficult to obtain being in England I guess..?<br /><br />They say it was low ratings or was it a complaint from the Bakersfield PD themselves? Maybe it was just too clever for certain people? <br /><br />Anyhow, just about the one comedy I would love to see again but is almost impossible to find. I hear it is being or has been repeated on another network? But alas not over here!!<br /><br />Summary: Ingenious.",1
"Considering its pedigree, this should be a far more enjoyable film than it is. Even with a lip-smacking collection of eccentrics in the cast - what aficionado would not eagerly anticipate a movie which brings together Lemmon, Lanchester, Kovacs and Gingold? - the entire event is dully paced, drearily shot and, more often than not, witless.<br /><br />Kim Novak's gifts were not essentially comic, as she went on to confirm in Kiss Me Stupid. James Stewart was a fine comedian, as he ably demonstrated in movies from ranging from The Philadelphia Story to Harvey. I think he comes out better from this mess than anyone else does. Except maybe the cat.",0
"I'm a rather pedestrian person, with somewhat lowbrow tastes. However, I occasionally try to raise the bar on my cultural awareness. This movie was one of my attempts. I was in awe throughout the entire movie. I liked it so much that I got my own tape so I could see it again. This is a very thoughtful and emotionally striking movie. I saw it as a huge question to the viewer: What is the depth of sacrifice to duty one can accept, can be asked to accept, should accept? As a military member, this is of course an important question to me. This question weighs heavily on the viewer of this movie.<br /><br />Recommended.",1
"Ostensibly a film that predicts the coming trends in British popular music, it's wrong on so many fronts that it's laughable. Tommy Quickly? The Honeycombs? The movie DOES include a song by the Spencer Davis group, two by the Animals, and one tacked on live film of the Beatles doing their live version of Twist and Shout (all 1:20). But all in all, an awkward display of British music circa 1964. Oh, and Herman's Hermits.",0
"I loved this movie! Chris Showerman did an amazing job! Not only is he an incredible actor, but he is gorgeous with an awesome physique! He did a great job on the delivery of his lines, plus transformed into George better than Fraser did. A great performance for his first major roll! This movie is full of hilarious scenes that every child will love. My kids have watched this movie numerous times since we purchased the DVD the day it came out. In addition to the movie, the extras on the DVD are just as hilarious. Two thumbs up on this one! I highly recommend it to everyone!",1
"For a mature man, to admit that he shed a tear over this film is a mature response, to a mature film.<br /><br />If one need admit more then perhaps one could say that, ""Life"" can never be the same, after viewing such advent for it has moved us to the next level.<br /><br />",1
"Terrible...just terrible. Probably the worst film I have ever seen. And I did see some pretty bad pictures, throughout the years. The sound sucks so does the quality of the picture, the direction, the acting...etc, etc. The only good shoots( meaning funny, because they're so bad ) are the special effects. Overall there are about 5 minutes worth of laughs. The rest of the flick gives you brain damage.",0
This is another gem of a stand up show from Eddie Izzard . You cannot fail to laugh at the wide range of topics he talks about. He even takes the piss out of his American audiance at times and most of them didnt even realise it! A must see for anybody who likes comedians. 9 out of 10.,1
"""They Are Among Us"" is poor science fiction at best. Mediocre acting bogs down this film. The plot holes are numerous. Aliens that somehow came to earth on a meteor and have been hiding among us for over 100 years, but need a plastic surgeon to make them appear human. In their alien form they supposedly have exo-skeletons (which is why they need the plastic surgery) but when you see them they have teeth and fingernails. The heroine's father ""disappeared"" after Project Blue Book closed, but was supposedly an F-16 pilot. And on and on. If you want to see an alien invasion movie, pick ""Invasion of the Body Snatchers"", and see how it is done right.",0
It's really annoying when good movies like this one go unnoticed. But I'm glad I did not miss it.<br /><br />They should re-release it with a lot more publicity. I do not think they did anything to promote it. Great work Paxton.<br /><br />,1
"A so common horror story about a luxury building at Brooklyn which hides the gates to hell. It is reminiscent of Polanski's ""The Tenant"" (released a year before ""The sentinel""), but is too far from the movie of the polish filmmaker in any aspect possible. ""The tenant"" was so disturbing, whereas ""The sentinel"" is not at all.<br /><br />What it's more surprising from this film is the cast: it is full of great names of American cinema (Burguess, Gardner, Wallach), veteran actors acting for food (I guess).<br /><br />Verdict: barely entertaining.<br /><br />*My rate: 4/10",0
"This movie is perfect for all the romantics in the world. John Ritter has never been better and has the best line in the movie! ""Sam"" hits close to home, is lovely to look at and so much fun to play along with. Ben Gazzara was an excellent cast and easy to fall in love with. I'm sure I've met Arthur in my travels somewhere. All around, an excellent choice to pick up any evening.!:-)",1
"This movie was o.k. but it could have been much better. There are some spooky moments but there aren't enough of them to make me ever want to see this movie again. There are some scenes you could fast forward through & not miss anything. The biggest flaw is that it is so predictable, & that is the reason why I rated it so low. It's watchable but don't expect anything great.",0
"The movie that shoots scenes of a scenic caverns tour.<br /><br />Remember no one from this movie except for Michael Pataki who dished out extreme pain as JC in ""Five the Hard Way"". He's the really annoying sheriff who I did applaud when he practices nightstick on our rabid doctor. Probably the most laughs you will have is with Dr. Beck's epileptic seizures out of nowhere. Could Mrs. Beck be anymore wooden? Seriously, if you took a 4 foot branch, stuck it in a hot tub, you wouldn't be able to notice a difference. The dread and suspense is looking over at the clock wondering when the credits will roll.<br /><br />Watch it as a late night movie, MSTified, but don't go out of your way.",0
"This movie was pretty good. The acting was great, and there were some really great actors in it like, Buchholz and Roger Moore. This film is full of surprises. Confusing at times...yes, but the twists and turns of the plot always keeps you in suspense. The only thing that this movie had too much of was exploding cars.",1
"Maria Braun is an extraordinary woman presented fully and very credibly, despite being so obtuse as to border on implausibility. She will do everything to make her marriage work, including shameless opportunism and sexual manipulation. And thus beneath the vicey exterior, she reveals a rather sweet value system. The film suffers from an abrupt and unexpected ending which afterwards feels wholly inadequate, with the convenience familiar from ending your school creative writing exercise with 'and then I woke up'. It is also book-ended at the other end with the most eccentric title sequence I've ever seen, but don't let any of that put you off.",1
I saw this film by chance on the small box. It has a fantastic and chilling scene about poisonous gas. A lot about fanatical patriotism. A bit of eroticism. I can't believe it's still waiting for 5 votes!!,1
"I really wonder how this show plays in the U.K. and the rest of Europe. IT IS SO SELF-LOATHING ABOUT BEING AN American(particularly white Americans). That could be a big reason for some of the venom and vitriol expressed here on this board. I love the show but it is with some reservations and I feel it took the easy way out by Spoiler Spoiler:<br /><br />Crashing and burning everything at the end of the second season. Julie slammed the door shut on any hope of reviving the show unless her character lands on a haystack in the middle of some farm. Who knows? It was a funny, raunchy and on occasion, kinda scary show.",1
Enjoyable and watchable. Tim Meadows at his best. A big boost from Billy Dee Williams. He and a very funny John Witherspoon provide a solid foundation for Mr. Meadows' riffing. Have fun with this one.,1
"This only gets bashed because it stars David Hasselhoff. Well, then let me bash it to. Compared to the garbage they call horror coming out nowadays, this film isn't too bad. It has the beautiful Leslie Cumming. She is super hot, but can't talk very well. There is a great scene with her when she is supernaturally raped. She shows off her nice body. Linda Blair does nothing here as well as Hasselhoff. 3/10",0
"This was a great book and the possibilities for a truly great film were definitely there. But the casting decisions completely wrecked the movie. Hanks is a great actor to be sure, but lacks the smarmy, morally ambivalent characteristics needed for the lead role. Jeff Daniels would have been my choice.<br /><br />Putting Melanie Griffiths in, for eye candy reasons, is understandable, but again, she did not portray the depth or ambivalence, so need to pull this off.<br /><br />This movie is a great example of how every decision, even those early on in the movie production can make or break a file.",0
"This is a hilarious film. Burt Reynolds is a NASCAR star who signs a sponsorship contract with Ned Beatty's Chicken Pit restaurants. The contract has all sorts of humiliating clauses in it, such as forcing Burt to wear a chicken suit during the race! Jim Nabors is his (not quite convincing) chief mechanic. Loni Anderson (oh, yeah!) is assigned by Beatty to keep Reynolds honest and strictly adhering to the contract. This is a funny film in which Burt proves that he ain't too proud. I like it!",1
"This was one of the worst movies I've ever seen. Horrible acting,Not funny at all, and well just boring.<br /><br />I can only assume all these 10 out of 10 fav. all time movie comments are actually the actors themselves in disguise.<br /><br />Idk what the runtime on this movie is I'm sure its listed on this page It certainly felt like an eternity <br /><br />If your looking for a tough challenge,attempt to sit through this awful movie.<br /><br />otherwise<br /><br />Don't waste your time as I did on this one",0
"<br /><br />Worst. Movie. Ever.<br /><br />What was the purpose of filming this remake (aside from turning it into a 90-minute informercial for the movie's soundtrack)? Zombies that *run*??? I guess the director never watched the original ""Dead"" films, which show stiff-limbed (from rigor mortis) creatures shuffling/shambling toward their living prey.<br /><br />And how, exactly, did the survivors know which boat in the marina belonged to the recently departed Steve?<br /><br />1/10",0
This is a wonderful film. The non-stop patter takes several watchings to fully appreciate. The musical productions of Busby Berkeley will never be duplicated. I think this movie easily outdoes all of his other efforts. Joan Blondell and James Cagney are incredible together. Some of the humor would almost push the boundaries of today's movies. Put rational explanation of how they did it aside and enjoy it for the spectacle that it is.,1
"The best Treasure Island ever made. They just don't make films<br /><br />like this anymore, or ever. No one makes films like this. More<br /><br />than a novelty, this film is funny, frank and fascinating, yet moody,<br /><br />mysterious and morose. This is one of my favorite pictures. The<br /><br />director must have had some idea what it is all about, but he<br /><br />certainly leaves room for your own impressions and interpretations, while leaving little left to the imagination. Why he<br /><br />has not made more films like this, I have no idea. While<br /><br />reminding me of some of the best noir, it is one of a kind. But this<br /><br />is not for the lazy or simple.",1
"I bellied up to the bar expecting this to be a hot beer on a sweltering Texas day but was pleasantly surprised. After suffering through ""Saturday Night Foolishness"" I had no desire to see a re-make in some south Texas barnyard....and I didn't. John Revolta was good as the jealous redneck, Scott Glenn was well cast as a thuggie ex-con, and Debra Winger was, as always, a delight. *Love that woman* Plus, the soundtrack was dynamite [and this comes from a guy that can't stand the sound of country music]. A fun film all the way.",1
Allison Dean's performance is what stands out in my mind watching this film. She balances out the melancholy tone of the film with an iridescent energy. I would like to see more of her.,1
"Having seen both ""Fear of a Black Hat"" and ""This is Spinal Tap"", I can honestly state that while similar, both movies are truly must see. There will be many times in ""Fear"" that will have you in hysterics. It is no wonder why both movies have such a huge cult following. ""Fear"" will soon be available on DVD. Rent it if you must, but the only way to fully enjoy this movie is to have it for yourself.",1
"""Houseboat Horror"" is often regarded as the worst Australian film ever made and described as a typical slasher film,which carried the promotion 'See the movie that can't get an Academy Award'.An underground disco band members begins to die slashed to death by burned maniac as they are attempting to shoot a music video on a remote lake in the Australian outback.Badly acted and written slasher flick with zero suspense and annoying characters.It certainly delivers the gore:heads are split in half with a machete,throats are cut and a woman is killed with a horseshoe.If you like cheesy slasher movies you can give this one a try,but you have been warned.At least it's better than Swedish ""The Bleeder"".4 out of 10.",0
"At long last! One of Michael Jackson's most well known and beloved films comes to DVD! In Michael Jackson Moonwalker, (Michael Jackson) stars as Michael. A man with powers that are not of this world. Michael must save Sean (Sean Lennon), Katie (Kellie Parker), Zeke (Brandon Quintin Adams), and the rest of the worlds children from drug lord Frankie Lideo aka Mr. Big (Joe Pesci) who's mission in life is to get all of the worlds children hooked on drugs! A NOTE TO PEOPLE IN THE USA LOOKING FOR THIS FILM ON DVD: Make sure when buying this film on DVD you buy Warners Product #WK00817 as NTSC Region 3 which plays on North American NTSC Region 1 players.",1
"As the front cover says ""The hamlet of our time, for our time"".<br /><br />I had to study this filmed version of Hamlet directly after watching Keneth Branagh's version and it was truly a disappointing experience.<br /><br />This version takes a different approach to several aspects of the play including sexuality; one very VERY homosexual Osric and an interesting interaction between Hamlet and Ophelia. I think for the time (60's) this was a very well done version of Hamlet but cannot compare to Branagh's complete version.<br /><br />just a note... I found the video at my local video store (in Australia) and I'm actually looking for a Keneth Branagh DVD to buy if such a thing even exists. If anyone knows of one please tell me.",0
"A comedy of epically funny proportions from the guys that brought you South Park, and most of the guys from Orgazmo. This vulgur, obscence movie has utterly disgusting, eggotistical, and satirical content. It portrays incredibly cruel treatment of humans and animals. I LOVE IT!!!!! This is some funny stuff. Really funny. Two loser friends create a game in thier driveway, which explodes into a national sensation. Corruption and greed and blackmail turn the sport sour, and its up ta Coop ta fix it. And along the way, you will laugh. Alot. That's all there is. Enjoy!!!!",1
"I really hope that Concorde/New Horizons wasn't trying to make a serious horror, or even action movie when they made Carnosaur 3. The movie is flat-out silly from start to finish. Even the humor in C3 is funny because it's bad. Definitely a high water mark in the 'So Bad it's Good' genre. If you enjoy the very worst of the worst, this is for you.",0
"One of the very best Three Stooges shorts ever. A spooky house full of evil guys and ""The Goon"" challenge the Alert Detective Agency's best men. Shemp is in top form in the famous in-the-dark scene. Emil Sitka provides excellent support in his Mr. Goodrich role, as the target of a murder plot. Before it's over, Shemp's ""trusty little shovel"" is employed to great effect. This 16 minute gem moves about as fast as any Stooge's short and packs twice the wallop. Highly recommended.",1
"I absolutely adore the 'Toxic Avenger' series, but this weak offering by the Troma people didn't make any sense, and it had me yawning all the time.<br /><br />A leaking nuclear plant (and the growing weed next to it) makes the youngsters of Tromaville High go nuts, which causes them to join a gang, have sex, explode, and whatever. Also there's some sort of monster breeding in the high school... my God, this movie's a mess.<br /><br />The actors pretty much stopped their efforts after this one and they should. The (intended) overacting started to get on my nerves in about 5 minutes...<br /><br />Disappointing. 2/10.",0
"This has just been broadcast on BBC and I am absolutely delighted to have seen it. As the credits rolled, the cast alone made certain that I would give it a go. After just five minutes I was completely immersed in this beautiful film.<br /><br />Yes it was formulaic and predictable, but that somehow added to it's charm. The flashbacks to the forties were wonderfully placed and captured a feeling equalled in few productions.<br /><br />A real feel-good film, punctuated throughout with outstanding music. When it's released, I'll buy it!",1
"I loved this movie! It's truly bizarre, extremely funny, morbid, witty... It makes no sense to tell about the contents of the movie, because then I'd be giving out the outcome! You have to see it without knowing what is it about! Everything is connected and has its why & because. It starts subtly and then the things start rolling faster and faster until they culminate in the most insane outburst you can imagine! It's even more fun to watch the movie the second time, once you know all the ""tricks"". The actors are excellent, especially Ivan Trojan, whose final scenes are a real master piece! I highly recommend this film, it's one of the most original ones I've ever seen!",1
"I read the novel 'Jane Eyre' for the first time back in 1986. It was round that time that I saw the BBC-version with Timothy Dalton and Zelah Clarke. It was an excellent version and very much like the book. Years later, I laid eyes on this version and was horrified. William Hurt is totally miscast as Mr Rochester. Mr Rochester is a passionate character, where as William Hurt portrays him as a block of ice. The same goes for Charlotte Gainsborough. It was like watching two zombies together. This is story about love and passion, but I couldn't see it in this version. No, back to the BBC-version. A wonderful time is guaranteed.",0
this is the only movie i have ever walked out on. bad acting-- bad plot-- bad casting-- bad directing-- bad cinematography-- if they had set out to make a bad picture they couldn't have done a better job. i hope they are proud of his turkey. i'm surprised anyone associated with this film was ever hired again in hollywood. don't waste your time!,0
"After a day at work, I sat down to relax and turned on the movie channels. The movie came up on the guide and sounded interesting so I tuned in just before it started. The first 30 minutes were enough to make me interested, but the lack of acting ability in Jamie Foxx and the slow plot movement made me want to get up and find food during the movie. If there is any credit to be given for acting in this movie it should go to David Morse who at least tries to make the movie interesting. All in all, don't plan on impressing your friends by picking this one as a renter for a movie night.",0
"What a terrible film.<br /><br />It starts well, with the title sequence, but that's about as good as it gets.<br /><br />The movie is something about rats turning into monsters and going on a killing spree. The acting isn't so much poor, but the script is pointless and the film isn't even scary despite the atmospheric music.<br /><br />It really is amazing that some group cobbled together this bag of rubbish and thought it would make a good film.<br /><br />It isn't a good film. It's trash, and I urge you not to waste a minute of your life on it! One out of ten.",0
"This is one of the best movies. It is one of my favorites. A movie with good acting. The story is very sensitive and touching. Good camera work also.<br /><br />The names of the actresses and actors are not at the top of the American Star list. However, they give equal or better performances than the top of the list.<br /><br />It is such a pleasure to see a movie about true love, romance, friendship without having to endure watching someone having to kick-box their way to save the world.<br /><br />If you don't like this movie then you have no heart or feelings. Then go watch a sports movie. There is no killing or horror here. See the movie. It is a must. TH",1
"This film has an interesting plot, but the acting is quite bad and the script is poor. I was very disappointed. The moral dilemma faced by the main character is an intriguing one, but due to poor writing and casting this potentially winning premise is plundered. 2 of the 4 other people in the theater left after about 45 minutes and the other 2 were laughing at how bad the film was. I stuck it out to the end, but I must admit I played Blackjack on my cell phone to make the last 30 minutes bearable.",0
"Huge, exhaustive and passionate summary of American cinema as seen through the eyes of Martin Scorcese. Needless to say, there is never a dull moment in all of its 4 hour running time. Many genres, periods and directors are all examined, discussed more from the perspective of cinephile rather than contemporary director. For anyone even remotely interested in American films, or cinema in general. A masterpiece, and the best of the BFI's Century of Cinema series.<br /><br />",1
"Excellent film. I cried when she cried, I loved when they loved , I was frustrated when they were. This film touched my heart. It was a reality check for me since this is reality for me, a 19 year old soldier",1
"As a young black/latina woman I am always searching for movies that represent the experiences and lives of people like me. Of course when I saw this movie at the video store I thought I would enjoy it; unfortunately, I didn't. Although the topics presented in the film are interesting and relevant, the story was simply not properly developed. The movie just kept dragging on and on and many of the characters that appear on screen just come and go without much to contribute to the overall film. Had the director done a better job interconnecting the scenes, perhaps I would have enjoyed it a bit more. Honestly, I would recommend a film like ""Raising Victor"" over this one any day. I just was not too impressed.",0
"While this movie isn't a classic by any stretch, it is very entertaining as I remember it. I saw it about 15 years ago on HBO and loved the movie. It was written by the same guy that wrote and directed ""Arthur"" and though it isn't as funny as that movie, it does show the potential that Steve Gordon reached with ""Arthur"".",1
"this is just usual Indian garbage that gets turned out as cinema, as Indians we can proudly boast that we have the biggest cinema industry, however it also the worst.<br /><br />how can other poor countries have films with real characters that challenge the views of their respective societies and we just keep on pumping out garbage. take a look at Russia, Iran, china and Latin America, look at the brilliant films they have and we get crap like Kisna!!<br /><br />get real people, no wonder the international community in general laughs at Indian cinema.",0
"this was a very good movie i wished i could find it in vhs to buy,i really enjoyed this movie i would definaetly recommend this movie to watch i would like to see it again but can never find it in tv, it would be well worth the time to watch it again",1
"Yes, The Southern Star features a pretty forgettable title tune sung by that heavy set crooner Matt Monro. It pretty much establishes the tone for this bloated and rather dull feature, stunningly miscast with George Segal and Ursula Andress as an adventurous couple in search of a large diamond. Add in Harry Andrews (with a strange accent, no less) chasing an ostrich, tons of stock footage of wildlife, and poorly composed and dull photography by Raoul Coutard, and you end up with a thoroughly unexciting romp through the jungles of Senegal.",0
"It's highly stylized, but this movie shows that real people appear on these shows and what seems like good fun and a chance to appear on television can have serious consequences.<br /><br />Yes, i's mostly comedy, but there are some sad moments.",1
"Yet another forgettable Warners foreign intrigue ""thriller,"" this is rendered even less enjoyable by the irritating presence of Lauren Bacall, who, without Humphrey Bogart's tender attentions to humanize her, comes off as her usual shrill, shallow self. Even master gigolo Charles Boyer cannot feign romantic interest in her.",0
"This movie is the only movie to feature a scene in which Michael Jackson wields a Tommy Gun. Plain and simple.<br /><br />This movie rocks because it is freaking' hilarious! It may be creepy to see Jacko w/ little kids, but this movie also stars.......................................... wait for it,.....................<br /><br />JOE PESCI!!!!!!!!!!!!!!!!!!!!!<br /><br />Think about it, Joe Pesci and Jacko with Tommy guns, throwing coins into jukeboxes from 20 feet away? Whats not to like? As stated before, THIS MOVIE ROCKS!!!!!!!!!!!! !!!!!!! !!!!!!!!!!! !!!!!!!! !!!! !!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!! !!!!!!!!!! !!!!!!! ! !!!! !!!!!!!!!!!!!!!!!!!!!!",1
